6/13 13:58:39.590  SPELL_PERIODIC_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,14914,"Holy Fire",0x2,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,28071,14035,-1,2,0,0,0,1,nil,nil
6/13 13:58:39.590  SPELL_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,259756,"Entropic Embrace",0x30,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,1404,1403,-1,48,0,0,0,nil,nil,nil
6/13 13:58:39.724  SPELL_AURA_APPLIED,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,17,"Power Word: Shield",0x2,BUFF,69519
6/13 13:58:39.724  SPELL_CAST_SUCCESS,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,17,"Power Word: Shield",0x2,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0
6/13 13:58:39.724  SPELL_AURA_APPLIED,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,65081,"Body and Soul",0x2,BUFF
6/13 13:58:40.507  SPELL_PERIODIC_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,14914,"Holy Fire",0x2,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,14036,14035,6289,2,0,0,0,nil,nil,nil
6/13 13:58:40.507  SPELL_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,259756,"Entropic Embrace",0x30,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,702,701,701,48,0,0,0,nil,nil,nil
6/13 13:58:41.342  SPELL_PERIODIC_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,14914,"Holy Fire",0x2,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,14035,14035,14034,2,0,0,0,nil,nil,nil
6/13 13:58:41.342  SPELL_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,259756,"Entropic Embrace",0x30,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,702,701,701,48,0,0,0,nil,nil,nil
6/13 13:58:42.159  SPELL_CAST_START,Creature-0-3777-1512-995-97682-000008AA51,"Draenei Anchorite",0xa18,0x0,0000000000000000,nil,0x80000000,0x80000000,213525,"Greater Heal",0x1
6/13 13:58:42.308  SPELL_PERIODIC_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,14914,"Holy Fire",0x2,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,14036,14035,14035,2,0,0,0,nil,nil,nil
6/13 13:58:42.308  SPELL_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,259756,"Entropic Embrace",0x30,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,702,701,701,48,0,0,0,nil,nil,nil
6/13 13:58:42.793  SPELL_AURA_REMOVED,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,65081,"Body and Soul",0x2,BUFF
6/13 13:58:43.209  SPELL_PERIODIC_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,14914,"Holy Fire",0x2,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,14036,14035,14035,2,0,0,0,nil,nil,nil
6/13 13:58:43.209  SPELL_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,259756,"Entropic Embrace",0x30,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,702,701,701,48,0,0,0,nil,nil,nil
6/13 13:58:43.944  SPELL_AURA_REMOVED,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,256374,"Entropic Embrace",0x30,BUFF
6/13 13:58:44.127  SPELL_PERIODIC_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,14914,"Holy Fire",0x2,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,14035,14035,14034,2,0,0,0,nil,nil,nil
6/13 13:58:44.581  SPELL_CAST_SUCCESS,Creature-0-3777-1512-995-97682-000008AA51,"Draenei Anchorite",0xa18,0x0,Creature-0-3777-1512-995-113147-000088AA51,"Weak Lightspawn",0xa18,0x0,213525,"Greater Heal",0x1,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0
6/13 13:58:44.794  SPELL_PERIODIC_DAMAGE,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,14914,"Holy Fire",0x2,0000000000000000,0000000000000000,0,0,0,0,0,0,-1,0,0,0,0.00,0.00,702,0.0000,0,10074,10073,-1,2,0,0,0,nil,nil,nil
6/13 13:58:44.794  SPELL_AURA_REMOVED,Player-5-0E4AADFB,"Crispulum-Proudmoore",0x511,0x0,Creature-0-3777-1512-995-107556-000008AA50,"Bound Void Walker",0x10a28,0x0,14914,"Holy Fire",0x2,DEBUFF
